,step,accuracy,examples_per_second,loss
0,0,0.59765625,682.766941810327,0.7022900581359863
1,1,0.65625,6088.0762043001,0.6155687570571899
2,2,0.69921875,4966.152775979132,0.6142131090164185
3,3,0.6328125,4840.6869838063985,0.7115723490715027
4,4,0.71875,4949.601604167146,0.6027269959449768
5,5,0.6640625,6913.895661356582,0.641279399394989
6,6,0.66796875,4807.246737315264,0.6304118037223816
7,7,0.68359375,6845.922215704777,0.6026486754417419
8,8,0.66796875,4988.208570260527,0.6127084493637085
9,9,0.6640625,5400.273719892773,0.6247742176055908
10,10,0.6640625,4954.900596669174,0.6122933626174927
11,11,0.6640625,11270.276933411706,0.6224431991577148
12,12,0.671875,4997.8440986590085,0.6267819404602051
13,13,0.65234375,6638.280210200927,0.6454542875289917
14,14,0.703125,4695.800857167847,0.5861936807632446
15,15,0.6328125,5004.086366877473,0.6296728849411011
16,16,0.625,4588.306934966263,0.6450434923171997
17,17,0.69140625,6517.915368132235,0.5894325375556946
18,18,0.62890625,4037.974450097965,0.6308813095092773
19,19,0.68359375,4819.827198621037,0.6052135825157166
20,20,0.62109375,4485.530577034744,0.6123588681221008
21,21,0.62109375,4882.131485497856,0.6342348456382751
22,22,0.62890625,5899.647936000351,0.6446616649627686
23,23,0.7109375,5061.692180775087,0.5665218234062195
24,24,0.6953125,6849.678000484823,0.5897077918052673
25,25,0.71875,6641.811559778305,0.5709758996963501
26,26,0.69921875,7019.8474352436615,0.5885425806045532
27,27,0.671875,7695.419078334408,0.6219768524169922
28,28,0.6875,5038.344848297155,0.5744438767433167
29,29,0.7265625,6649.3796383453055,0.5684168338775635
30,30,0.734375,3361.2308193170115,0.5560823082923889
31,31,0.73828125,5015.891324252107,0.5480486750602722
32,32,0.67578125,4858.14262122261,0.6023373603820801
33,33,0.64453125,6991.644629659775,0.6031050086021423
34,34,0.7421875,3993.847193034008,0.5407551527023315
35,35,0.6953125,11331.410793811605,0.5877709984779358
36,36,0.703125,4045.749148455162,0.5802345275878906
37,37,0.7109375,6911.981872606135,0.5872973799705505
38,38,0.7265625,4004.0640356797917,0.5849008560180664
39,39,0.6953125,6761.130047666723,0.6069323420524597
40,40,0.63671875,3701.90698877094,0.6237568259239197
41,41,0.72265625,4828.909474403774,0.5873848795890808
42,42,0.72265625,4774.159203581925,0.5976620316505432
43,43,0.71484375,4847.724200204068,0.5925920605659485
44,44,0.72265625,4502.855110753257,0.5843071937561035
45,45,0.74609375,4905.954921983871,0.5490535497665405
46,46,0.6875,4804.880426367863,0.5930748581886292
47,47,0.7890625,4300.179113085059,0.5350244045257568
48,48,0.703125,4781.110624276427,0.5807340741157532
49,49,0.7421875,7357.520481300278,0.5450230836868286
50,50,0.7109375,5008.147538001576,0.5541555285453796
51,51,0.73828125,5405.765643486097,0.557136595249176
52,52,0.703125,4820.108474028451,0.5716766715049744
53,53,0.70703125,6971.806248863725,0.5908085703849792
54,54,0.73046875,4984.573001629428,0.5809885263442993
55,55,0.67578125,7199.797659838401,0.5826481580734253
56,56,0.73828125,7095.132150526976,0.5909392237663269
57,57,0.66796875,7235.018253609956,0.5977102518081665
58,58,0.71484375,4249.682677389735,0.5893057584762573
59,59,0.70703125,6925.356019220227,0.5854905843734741
60,60,0.75,4712.494290103138,0.5543317198753357
61,61,0.734375,4768.985365377013,0.5508552193641663
62,62,0.72265625,4736.086381580399,0.5527623891830444
63,63,0.68359375,5009.50272696311,0.5954366326332092
64,64,0.66796875,4687.13009695176,0.6073477268218994
65,65,0.734375,4806.084802585347,0.5512145757675171
66,66,0.71484375,4961.517387969355,0.5730022192001343
67,67,0.7109375,4864.635581087693,0.5666837692260742
68,68,0.73046875,5344.551746107593,0.5439422130584717
69,69,0.7734375,4741.524029056545,0.5196316838264465
70,70,0.73046875,7267.3865229986195,0.5581510663032532
71,71,0.71484375,4001.780825593703,0.5748462677001953
72,72,0.74609375,5242.4960281229405,0.5292632579803467
73,73,0.71484375,5900.036947288023,0.5777491331100464
74,74,0.6796875,4580.770744276926,0.5875836610794067
75,75,0.7109375,7044.163379912091,0.5472580790519714
76,76,0.7421875,3521.839091317596,0.5501668453216553
77,77,0.7265625,6232.864637692937,0.5757028460502625
